task_id,query,ground_truth,metric,task_description
question-generation_PersianQA,"جِگَر یا کَبِد  بزرگترین غده در بدن است که در فعالیت‌های سوخت‌وساز بدن مانند گوارش و در سم‌زدایی نقش دارد. تمام خون دستگاه گوارش توسط سیاهرگ باب کبدی جمع‌آوری شده و وارد جگر می‌شود و تمام مواد جذب شده از لولهٔ گوارشی از جگر عبور می‌کنند. از دیگر کارهای جگر به دام انداختن سموم و تصفیهٔ آن‌ها با تبدیل کردنشان به مواد بی‌ضرر است. همچنین، این جگر است که سوخت و ساز (متابولیسم) داروها را در بدن بر عهده دارد. شرکت در خون‌سازی (در دورهٔ پیش از تولد) و مقاومت در برابر عفونت‌ها، فراهم ساختن سریع انرژی در هنگام ضرورت، ذخیرهٔ آهن و… از دیگر فعالیت‌های کبد است. پروتئین‌های خونی در جگر ساخته می‌شوند. سلول‌های کبدی پروتئین‌های مختلفی را به‌طور دائمی می‌سازند از جمله آلبومین، پروترومبین، فیبرینوژن، لیپوپروتئین‌ها و هپارین. سلول‌های کبدی مواد مختلفی، از جمله تری گلیسریدها، گلیکوژن و ویتامین‌ها را ذخیره می‌کنند. وزن طبیعی جگر انسان ۱٫۶۶–۱٫۴۴ کیلوگرم (۳٫۷–۳٫۲ پوند) بوده، و اندامی صاف، صورتی-قهوه‌ای و مثلثی شکل است.

سلول های کبد چه موادی را نگه می دارند؟",تری گلیسریدها، گلیکوژن و ویتامین‌ها,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"قالی، فرش یا قالین نوعی گستردنیِ بافته شده از الیاف پنبه، پشم و در بعضی موارد ابریشم است که معمولاً برای پوشش زمین به کار می‌رود. به دست بافتهٔ پُرزدار و گره‌دار، قالی گفته می‌شود. از آنجا که قالی و فرش همیشه نقش‌های زیبا بر خود داشته‌اند، امروزه به جنبهٔ تزئینی آن نیز توجه می‌شود. در زبان پهلوی واژه‌های گوناگونی برای اشاره به انواع گستردنی‌ها به کار برده می‌شد، برای قالی نفیس از بَت یا بوپ، برای نمد و فرش از نمت استفاده می‌شد. اما واژهٔ قالی یا غالی از نام شهری به نام قالین در ارمنستان که در آن دوران بخشی از ایران باستان بوده‌است، گرفته شده‌است. البتّه فرهنگ لغت عمید کلمهٔ قالی را برگرفته از کلمهٔ ترکی قالین به معنای فرشِ پُرزدار که با نخ و پشم به رنگ‌های مختلف بافته می‌شود، معنی کرده‌است. فرش‌های ایران در دورهٔ صفویه به بالاترین حد خود در زیبایی و بافت رسیدند که این مهم به دلیل. تحت پشتیبانی شاهان قدرتمندی چون شاه عباس قرارگرفتن بود و دسترسی فراوان به مواد مورد نیاز برای بافت فرش و همچنین به‌رسمیت‌شناختنِ فرش به عنوان کالایی برای تجارت بوده‌است.  قالی ایرانی پازیریک، قدیمی‌ترین قالیِ دستبافِ یافته‌شدهٔ جهان است که در سیبری کشف شده و بافت ایران در دوران هخامنشیان است.

چرا فرش‌های ایران به اوج بافت رسیدند؟",تحت پشتیبانی شاهان قدرتمندی چون شاه عباس قرارگرفتن بود و دسترسی فراوان به مواد مورد نیاز برای بافت فرش و همچنین به‌رسمیت‌شناختنِ فرش به عنوان کالایی برای تجارت بوده‌است,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"ژن، در ژنتیک مندلی و ژنتیک مولکولی کلاسیک, همچنین در مبحث تکامل و در دوران پساژنگان تعاریف متفاوتی دارد اما از دیدگاه مولکولی کلاسیک دنباله‌ای از نوکلوئوتیدهاست که در برگیرنده اطلاعات لازم جهت تولید مولوکول‌های RNA و یا پروتئین‌های لازم برای سلول هستند. هر ژن در بخشی از DNA سلول وجود دارد.یا با تعریفی دیگر ژن بخشی از مولکول دی ان ای می باشد که روی یک رشته از آن قرار دارد. درون سلول‌ها، طی فرایند رونویسی ژن‌ها به مولکول‌های RNA تبدیل می‌شوند که یا به شکل مستقیم در سلول استفاده می‌شوند و یا دربرگیرنده اطلاعاتی جهت تولید پروتئین هستند و طی فرایند ترجمه، پروتئین مربوط به آن‌ها ساخته می‌شود. ژن‌ها می‌توانند دچار جهش شوند، که تغییری در توالی دنباله آن‌هاست. جهش‌ها باعث ایجاد تغییر در پروتئین‌های تولید شده از روی ژن‌ها می‌شوند و می‌توانند عملکرد پروتئین را به کلی تغییر دهند و باعث به وجود آمدن صفاتی جدید در سلول بشوند. ژن‌ها در اثر جهش‌های ژنتیکی، براساس انتخاب طبیعی تکامل پیدا می‌کنند و ژن‌های قوی‌تر و بهتر به مرور جایگزین ژن‌های قبلی می‌شوند.

ژن در چه زمینه های تعریف شده است؟","ژنتیک مندلی و ژنتیک مولکولی کلاسیک, همچنین در مبحث تکامل و در دوران پساژنگان",f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"دایناسورها گروهی از خزندگان مهره‌دار بودند که حدود ۲۳۵ میلیون سال پیش در دورهٔ تریاس پسین به وجود آمدند و در جریان رویداد انقراض تریاس–ژوراسیک به صورت جانوران برتر در خشکی درآمدند و سلطه آن‌ها بر خشکی تا پایان دوره کرتاسه ادامه یافت. با وقوع رویداد انقراض کرتاسه-پالئوژن بیشتر آن‌ها به غیر از یک تبار که امروزه پرندگان خوانده می‌شوند منقرض شدند. حدوداً نیمهٔ نخست قرن ۲۰، دانشمندان دایناسورها را جانورانی تنبل، خنگ و خون‌سرد به‌شمار می‌آوردند. با این وجود، تحقیقات گستردهٔ انجام شده در سال ۱۹۷۰ این نظریه را تأیید می‌کند که آن‌ها حیواناتی با دگرگونی‌های بدنی زیاد بودند و اغلب خود را با واکنش‌های متقابل اجتماعی سازگار می‌کردند. از زمانی که اولین فسیل‌های دایناسور در سدهٔ نوزدهم میلادی شناخته شدند اسکلت آن‌ها زیبندهٔ موزه‌های سراسر دنیا شده‌اند و دایناسورها بخشی از فرهنگ جهانی شده‌اند و میان کودکان و بزرگسالان باقی خواهند ماند. طبقه‌بندی دایناسورها رسماً در سال ۱۸۴۲ توسط دیرینه‌شناس انگلیسی ریچارد اوون نامیده شده بود که برای اشاره کردن به «تبار جدا یا از زیرراسته خزندگان سوسماری» استفاده کرد.

تنها گونه به جا مانده از دایناسور ها کدامند؟",پرندگان,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"آتیلا (۴۰۵–۴۵۳ میلادی) یکی از رهبران قوم هون بود که بزرگ‌ترین امپراتوری را در اروپا، از رود اورال تا دانوب تشکیل داد. در زمان فرمانروایی، وی یکی از مخوف‌ترین دشمنان امپراتوری‌های روم غربی و شرقی بود. رومیان به او لقب تازیانه خداوند داده بودندو به او باج می‌دادند تا کاری به کار رم نداشته باشد. آتیلا در آغاز به ایران حمله کرد و با شکست مواجه شد. حمله‌ای که او در سال ۴۴۱ میلادی به امپراتوری بیزانس کرد باعث شد تا تصمیم به حملات بیشتری به سوی غرب بگیرد. وی در اروپا شهرهای بسیاری را نابود و غارت کرد.سرانجام، در نبرد دشت کاتالانی‌ها، در مقابل فلاویوس آییتیوس شکست خورد. در این جنگ، رومی‌ها و آلانی‌ها به مصاف با هون‌ها رفتند.هون‌ها در ناحیه بین رود وُلگا و دشت‌های مجارستان می‌زیستند، از آغاز سدهٔ پنجم به تاخت و تازهای فراوان و پُرسودی در حوالی رود دانوب دست زدند، بنابراین، در حدود ۴۴۵ تا ۴۴۰ میلادی، دربار آتیلا به تجمل و زیبائی آراسته بود، شمارهٔ اسیرانی که می‌گرفتند بسیار بود، هر دو زبان یونانی و لاتین در دربار تکلم می‌شد، و دبیرانِ رومی‌تبار رویدادهای خارجی را همواره به آگاهی خان می‌رساندند، آتیلا، زرد رنگتر از بیشتر افراد قومش بود،

محل زندگی هون ها کجا بود؟",هون‌ها در ناحیه بین رود وُلگا و دشت‌های مجارستان می‌زیستند,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"والیبال یک ورزش گروهی و ششمین ورزش پر طرفدار و گسترده‌ترین ورزش در بعضی کشورهای جهان است که در آن بازیکنان در دو تیم شش نفره، در دو سوی توری قرار می‌گیرند و تلاش می‌کنند تا طبق قوانین بازی، توپ را از روی تور در زمین تیم مقابل فرود آورند. طول زمین والیبال ۱۸ متر و عرض آن ۹ است. هرتیم حداقل باید ۳ ست (یا دست) از ۵ پنج ست بازی را ببرد، تا بتواند پیروز مسابقه شود. والیبال در سال ۱۸۹۵ در ایالات متحده آمریکا و توسط ویلیام مورگان ابداع شد. سپس به‌سرعت فراگیر شد به‌طوری‌که در بازی‌های المپیک تابستانی ۱۹۶۰ برای نخستین‌بار در برنامه بازی‌های المپیک قرار گرفت و امروزه تقریباً در تمام دنیا بازی می‌شود. این رشته تقریباً برای تمام گروه‌های سنی مناسب است و وسایل بازی شامل توپ و تور است. امروزه، بیش از ۸۰۰ میلیون بازیکن والیبال در سراسر جهان وجود دارند، که ۴۶ میلیون نفر از آن‌ها از ایالات متحده آمریکا هستند. بر اساس اطلاعات کمیته المپیک، والیبال بالاتر از فوتبال، تنیس و دیگر ورزش‌ها محبوب‌ترین ورزش بازی‌های المپیک است.

والیبال کی ساخته شد؟",در سال ۱۸۹۵,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"کریم مصطفی بنزما (به فرانسوی: Karim Mostafa Benzema) (زادهٔ ۱۹ دسامبر ۱۹۸۷ در لیون) بازیکن فوتبال اهل فرانسه است که برای باشگاه فوتبال رئال مادرید در پست مهاجم بازی می‌کند. بنزما در حال بازی برای فرانسه در یورو ۲۰۱۲ بنزما فوتبال حرفه‌ای خود را از باشگاه المپیک لیون آغاز کرد و در سال ۲۰۰۴ میلادی وارد ترکیب تیم بزرگسالان این باشگاه شد و پس از ۵ سال بازی برای این تیم، در فصل ۲۰۰۹–۱۰ به باشگاه رئال مادرید پیوست. مبلغ انتقال قرارداد او از لیون به رئال ۳۵ میلیون یورو اعلام شد که با توجه به نحوه بازی او و عملکرد مثبتش این قرارداد به تا سقف ۴۱ میلیون یورو نیز افزایش می‌یافت. قرارداد او در سالی وارد باشگاه رئال مادرید شد که ستارگانی همچون کریستیانو رونالدو و کاکا نیز در آن سال با این باشگاه مادریدی قرارداد بستند. او بهترین گلزن فرانسوی تاریخ لیگ قهرمانان اروپا با ۵۵ گل است و همچنین با ثبت پاس گل در بازی برابر اوساسونا با ۱۳۳ پاس گل و پشت سر گذاشتن کریستیانو رونالدو بهترین پاسور تاریخ رئال مادرید شد.

بنزما در در فصل ۲۰۰۹–۱۰به کدام تیم پیوست؟",به باشگاه رئال مادرید پیوست,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"آتیلا (۴۰۵–۴۵۳ میلادی) یکی از رهبران قوم هون بود که بزرگ‌ترین امپراتوری را در اروپا، از رود اورال تا دانوب تشکیل داد. در زمان فرمانروایی، وی یکی از مخوف‌ترین دشمنان امپراتوری‌های روم غربی و شرقی بود. رومیان به او لقب تازیانه خداوند داده بودندو به او باج می‌دادند تا کاری به کار رم نداشته باشد. آتیلا در آغاز به ایران حمله کرد و با شکست مواجه شد. حمله‌ای که او در سال ۴۴۱ میلادی به امپراتوری بیزانس کرد باعث شد تا تصمیم به حملات بیشتری به سوی غرب بگیرد. وی در اروپا شهرهای بسیاری را نابود و غارت کرد.سرانجام، در نبرد دشت کاتالانی‌ها، در مقابل فلاویوس آییتیوس شکست خورد. در این جنگ، رومی‌ها و آلانی‌ها به مصاف با هون‌ها رفتند.هون‌ها در ناحیه بین رود وُلگا و دشت‌های مجارستان می‌زیستند، از آغاز سدهٔ پنجم به تاخت و تازهای فراوان و پُرسودی در حوالی رود دانوب دست زدند، بنابراین، در حدود ۴۴۵ تا ۴۴۰ میلادی، دربار آتیلا به تجمل و زیبائی آراسته بود، شمارهٔ اسیرانی که می‌گرفتند بسیار بود، هر دو زبان یونانی و لاتین در دربار تکلم می‌شد، و دبیرانِ رومی‌تبار رویدادهای خارجی را همواره به آگاهی خان می‌رساندند، آتیلا، زرد رنگتر از بیشتر افراد قومش بود،

رومی ها چه لقبی به اتیلا داده بودند؟",تازیانه خداوند,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"تایم یک مجله خبری هفته‌نامه و روزنامه آنلاین آمریکایی است که در نیویورک مستقر شده و منتشر می‌شود. تایم نخستین بار در ۳ مارس ۱۹۲۳ در شهر نیویورک منتشر شد و سال‌ها توسط بنیانگذار مشترک و تأثیرگذار آن هنری لوس اداره می‌شد. هم‌اکنون سردبیر این مجله ادوارد فلسنتال است. مجله تایم به بررسی رویدادها در زمینه‌های سیاست، اقتصاد، هنر، مذهب، علم، ورزش، تجارت و علوم اجتماعی می‌پردازد. درآمد مجله تایم از طریق آگهی‌های بازرگانی تأمین می‌شود. تایم در بسیاری از کشورهای جهان چاپ می‌شود. ویرایش کانادایی آن به نام Time Canada چاپ تورنتو بود. چاپ این ویرایش از دسامبر ۲۰۰۸ متوقف شد. نسخه آسیایی آن با نام Time Asia در هنگ کنگ چاپ می‌شود. ویرایش دیگری از این مجله، ویژه کشورهای جنوب اقیانوس آرام بوده و رویدادهای مرتبط با استرالیا، نیوزیلند و جزایر اقیانوس آرام را پوشش می‌دهد. این ویرایش در سیدنی انجام می‌شود. این مجله، رویدادهای خاورمیانه، آفریقا و از ۲۰۰۳ (میلادی) آمریکای لاتین را نیز پوشش می‌دهد. سَبک این مجله به شکل طنز است و دیدگاه‌های خود را با شوخی بیان می‌کند.

در مجله تایم به چه موضوعاتی پرداخته می شود؟",زمینه‌های سیاست، اقتصاد، هنر، مذهب، علم، ورزش، تجارت و علوم اجتماعی,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"کاخ باکینگهام در لندن اقامتگاه اصلی خانواده سلطنتی بریتانیا است. این کاخ همچنین یکی از بزرگ‌ترین کاخ‌های سلطنتی فعال دنیاست. با قرار گرفتن در شهر وست‌مینستر، این کاخ اغلب مرکز رویدادهای عمومی ویژه و مهمانی‌های سلطنتی است. این مکان در هنگام جشن‌های ملی، مورد توجه بریتانیایی‌ها است. نام اصلی این مکان خانه باکینگهام است. ساختمانی که هسته کاخ امروزی را شکل می‌دهد، یک خانه شهری متعلق به دوک باکینگهام ساخته شده در سال ۱۷۰۳ در محلی بود که به مدت حداقل ۱۵۰ سال یک ملک شخصی به‌شمار می‌آمد. بعدها و در سال ۱۷۶۱، پادشاه جرج سوم آن را به تملک خود درآورد و به خانه شخصی ملکه شارلوت تبدیل کرد و نام آن به «خانه ملکه» مبدل شد. این عمارت در طول قرن ۱۹ ام، به وسیله دو معمار به نام‌های جان نش و ادوارد بلور توسعه یافت. آن‌ها پیرامون حیاط مرکزی سه قسمت درست کردند. کاخ باکینگهام در نهایت با به تخت نشستن ملکه ویکتوریا، در سال ۱۸۳۷، به کاخ سلطنتی رسمی بریتانیا تبدیل شد. آخرین ساختمان‌های اصلی، از جمله بخش نمای شرقی، که شامل یک ایوان مشهور بوده که خانواده سلطنتی به‌طور سنتی برای سلام دادن به جمعیت در آنجا جمع می‌شوند، در اواخر قرن ۱۹ام و اوایل قرن ۲۰ام اضافه شدند.

کی تو کاخ باکینگهام زندگی می کنه؟",خانواده سلطنتی بریتانیا,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
question-generation_PersianQA,"جشنوارهٔ فیلم فجر مهم‌ترین جشنوارهٔ سینمایی ایران است که از سال ۱۳۶۱ تاکنون، در میانهٔ بهمن ماه هر سال در تهران برگزار می‌گردد. تاکنون ۳۹ دوره از این جشنواره برگزار شده‌است که آخرین آن در سال ۱۳۹۹ بوده است. این جشنواره توسط بنیاد سینمایی فارابی و زیر نظر وزارت فرهنگ و ارشاد اسلامی برگزار می‌شود. جشنوارهٔ فیلم فجر، جایگزینی برای جشنوارهٔ بین‌المللی فیلم تهران بود که تا پیش از انقلاب ۱۳۵۷ جمهوری اسلامی ایران، با حمایت دفتر مخصوص فرح پهلوی در ایران برگزار می‌شد و در آن فیلم‌های برگزیده سینمای ایران در کنار آثار سینمای بین‌المللی رقابت می‌کردند. بعد از انقلاب اسلامی ایران، این جشنواره تعطیل شد و بعد از ۴ سال، جشنوارهٔ فیلم فجر، هم‌زمان با روزهای دهه فجر جایگزین آن شد. نخستین دوره‌ی جشنوارهٔ فیلم فجر از ۱۲ تا ۲۲ بهمن سال ۱۳۶۱ به دبیری حسین وخشوری برگزار شد. در بخش جوایز از دوره پنجم به برندگان «لوح زرین» اهدا شد و عنوان «سیمرغ» از هفتمین دوره جشنواره به صورت جدی مطرح گردید که تا امروز ادامه داشته‌است. در حال حاضر «دیپلم افتخار» دیگر جایزه جشنوارهٔ فیلم فجر است.

جشنواره فیلم فجر در چه بازه ای از سال برگزار می شود؟",میانهٔ بهمن ماه هر سال,f1_score,The question generation task assesses the ability of models to generate meaningful questions based on a given passage and answer. This tests the contextual and semantic understanding of the models in Persian.
